date,courier_id,work_hours,deliveries,bmi,avg_hr,steps
2024-04-05,C_06,8.0,113,26.9,91.7,24372
2024-04-06,C_06,8.6,125,25.2,76.4,22928
2024-04-07,C_06,9.7,127,24.1,73.2,29080
2024-04-08,C_06,7.9,112,21.3,90.7,29641
2024-04-09,C_06,9.4,113,20.4,74.8,25093
2024-04-10,C_06,9.8,118,23.6,93.6,29293
2024-04-11,C_06,7.4,89,20.4,79.3,19490
2024-04-12,C_06,9.0,99,24.6,79.8,28385
2024-04-13,C_06,8.1,80,23.1,70.3,23378
2024-04-14,C_06,9.9,92,26.1,91.0,16597
2024-04-15,C_06,7.8,80,22.4,73.4,26600
2024-04-16,C_06,10.6,84,24.7,93.2,18747
2024-04-17,C_06,8.7,95,24.3,84.8,28879
2024-04-18,C_06,7.8,94,20.0,93.5,17670
2024-04-19,C_06,8.8,128,20.6,87.5,28017
2024-04-20,C_06,8.6,107,22.3,72.5,23431
2024-04-21,C_06,8.7,110,27.1,93.0,17580
2024-04-22,C_06,9.3,102,21.2,72.1,27428
2024-04-23,C_06,9.1,127,25.7,84.4,22432
2024-04-24,C_06,7.6,124,27.8,75.2,23330
2024-04-25,C_06,7.3,122,26.3,92.6,17506
2024-04-26,C_06,9.9,96,21.9,97.3,27357
2024-04-27,C_06,9.2,128,27.3,86.6,27672
2024-04-28,C_06,8.4,113,20.7,85.8,19725
2024-04-29,C_06,10.2,92,23.7,92.9,25437
2024-04-30,C_06,8.6,93,27.1,70.2,19300
2024-05-01,C_06,10.2,90,25.1,97.5,24941
2024-05-02,C_06,8.2,107,23.3,75.9,23759
2024-05-03,C_06,7.3,121,22.3,99.5,28269
2024-05-04,C_06,10.7,111,23.0,92.1,28092
2024-05-05,C_06,8.6,114,24.1,93.2,28998
2024-05-06,C_06,10.2,110,22.6,89.7,22002
2024-05-07,C_06,8.1,96,27.8,84.1,24073
2024-05-08,C_06,9.6,126,27.5,87.1,21131
2024-05-09,C_06,10.5,88,27.0,71.4,28261
2024-05-10,C_06,7.2,89,23.4,88.7,23831
2024-05-11,C_06,10.3,87,25.5,88.8,28742
2024-05-12,C_06,9.3,100,27.2,96.7,27153
2024-05-13,C_06,9.4,92,26.8,85.2,27612
2024-05-14,C_06,9.1,129,23.3,72.3,19537
2024-05-15,C_06,10.5,84,20.9,79.2,28091
2024-05-16,C_06,7.2,85,20.6,89.7,17335
2024-05-17,C_06,8.0,109,24.6,77.2,19321
2024-05-18,C_06,10.5,110,25.1,78.4,28375
2024-05-19,C_06,10.0,96,26.8,94.6,28254
2024-05-20,C_06,7.1,90,22.3,87.5,17985
2024-05-21,C_06,9.1,99,21.3,85.3,15559
2024-05-22,C_06,9.1,127,23.0,79.6,15713
2024-05-23,C_06,8.6,88,22.8,91.9,19593
2024-05-24,C_06,8.2,81,21.1,78.6,18988
2024-05-25,C_06,9.7,116,25.4,92.1,21203
2024-05-26,C_06,7.8,80,24.1,72.1,15256
2024-05-27,C_06,10.2,83,25.8,95.9,23768
2024-05-28,C_06,10.2,115,22.8,85.0,29574
2024-05-29,C_06,8.7,104,22.6,83.2,15037
2024-05-30,C_06,8.1,82,23.8,88.3,25264
2024-05-31,C_06,8.1,88,27.0,88.7,27697
2024-06-01,C_06,8.9,101,20.3,74.0,23652
2024-06-02,C_06,9.9,102,26.4,92.7,24632
2024-06-03,C_06,8.4,91,23.0,78.3,29692
2024-06-04,C_06,9.4,89,26.8,97.1,27670
2024-06-05,C_06,8.5,113,26.4,94.5,16832
2024-06-06,C_06,8.2,122,22.8,80.4,27856
2024-06-07,C_06,7.1,89,25.6,94.2,22600
2024-06-08,C_06,7.0,109,21.3,80.7,20167
2024-06-09,C_06,7.9,101,27.2,73.0,26591
2024-06-10,C_06,8.6,85,23.2,98.9,15432
2024-06-11,C_06,10.4,129,23.6,89.6,19151
2024-06-12,C_06,10.2,81,25.6,83.7,29912
2024-06-13,C_06,8.1,109,26.6,81.9,21411
2024-06-14,C_06,8.0,81,21.9,79.7,29404
2024-06-15,C_06,7.9,111,25.3,99.4,16751
2024-06-16,C_06,8.4,121,23.1,74.0,25239
2024-06-17,C_06,9.0,95,22.9,79.4,19997
2024-06-18,C_06,8.8,91,25.5,84.6,20720
2024-06-19,C_06,7.9,80,23.1,84.3,22616
2024-06-20,C_06,7.5,87,22.8,84.1,26032
2024-06-21,C_06,7.1,127,26.7,75.3,15256
2024-06-22,C_06,7.6,129,20.8,74.3,15671
2024-06-23,C_06,9.8,92,25.4,77.6,15489
2024-06-24,C_06,8.0,94,22.0,97.4,21889
2024-06-25,C_06,8.9,123,20.1,73.4,26906
2024-06-26,C_06,9.4,87,21.3,92.7,17096
2024-06-27,C_06,10.5,89,24.9,92.7,16682
2024-06-28,C_06,10.6,125,25.7,94.3,27603
2024-01-01,C_07,10.4,89,21.0,73.9,19075
2024-01-02,C_07,8.9,123,25.6,90.9,23498
2024-01-03,C_07,8.6,100,25.2,76.2,23014
2024-01-04,C_07,7.9,121,23.0,83.2,16118
2024-01-05,C_07,9.9,89,27.6,72.0,22631
2024-01-06,C_07,7.5,102,20.2,94.8,18017
2024-01-07,C_07,9.7,82,22.4,73.8,19341
2024-01-08,C_07,10.4,111,27.4,97.1,25972
2024-01-09,C_07,7.9,99,22.6,95.9,16658
2024-01-10,C_07,10.5,89,22.0,83.9,23378
2024-01-11,C_07,7.1,108,24.3,92.3,16797
2024-01-12,C_07,10.7,120,26.6,88.6,24116
2024-01-13,C_07,7.5,125,20.8,94.1,15784
2024-01-14,C_07,9.6,113,27.5,83.0,26636
2024-01-15,C_07,8.0,116,26.4,93.6,20691
2024-01-16,C_07,10.3,99,21.5,83.9,29743
2024-01-17,C_07,9.0,87,25.7,98.2,18196
2024-01-18,C_07,7.5,86,23.1,84.6,24552
2024-01-19,C_07,9.3,85,23.2,83.9,23532
2024-01-20,C_07,8.6,90,26.3,93.6,15562
2024-01-21,C_07,9.6,123,27.7,94.6,19746
2024-01-22,C_07,10.5,97,21.0,86.6,17999
2024-01-23,C_07,8.6,121,23.4,75.4,16193
2024-01-24,C_07,8.2,108,23.8,84.0,26302
2024-01-25,C_07,7.1,104,23.0,99.0,15068
2024-01-26,C_07,9.3,100,22.9,92.6,20679
2024-01-27,C_07,8.6,125,20.4,94.3,17428
2024-01-28,C_07,8.5,82,25.5,71.0,21200
2024-01-29,C_07,7.7,97,23.5,84.0,20396
2024-01-30,C_07,8.7,103,21.6,89.4,21993
2024-01-31,C_07,10.9,126,26.5,94.9,28410
2024-02-01,C_07,8.2,117,26.4,71.5,28203
2024-02-02,C_07,9.4,89,23.9,95.6,18598
2024-02-03,C_07,10.1,106,22.4,86.5,25564
2024-02-04,C_07,10.0,91,25.1,75.9,27748
2024-02-05,C_07,8.3,86,22.3,79.5,29514
2024-02-06,C_07,9.4,96,21.9,78.5,24035
2024-02-07,C_07,10.5,80,25.8,85.9,15573
2024-02-08,C_07,7.1,129,20.3,71.6,19214
2024-02-09,C_07,8.7,105,20.8,74.8,22636
2024-02-10,C_07,7.9,94,20.1,94.4,25788
2024-02-11,C_07,8.6,112,21.2,74.0,27933
2024-02-12,C_07,8.7,116,20.6,77.0,16478
2024-02-13,C_07,10.0,126,28.0,83.6,25265
2024-02-14,C_07,7.4,110,22.3,85.5,24705
2024-02-15,C_07,9.1,114,21.2,92.9,21127
2024-02-16,C_07,9.3,80,21.9,83.4,28319
2024-02-17,C_07,9.0,87,27.5,93.7,24160
2024-02-18,C_07,9.9,91,24.2,88.6,29298
2024-02-19,C_07,8.5,98,22.9,73.4,28827
2024-02-20,C_07,10.8,104,27.0,74.7,21676
2024-02-21,C_07,8.9,111,23.2,83.1,17196
2024-02-22,C_07,9.3,91,22.7,81.9,24703
2024-02-23,C_07,10.3,92,21.7,92.3,28336
2024-02-24,C_07,8.1,107,23.0,87.4,23166
2024-02-25,C_07,7.3,80,22.5,81.6,23846
2024-02-26,C_07,9.8,85,25.4,75.1,21050
2024-02-27,C_07,8.9,87,22.3,76.8,26184
2024-02-28,C_07,10.6,83,24.6,87.3,19650
2024-02-29,C_07,10.9,84,20.5,82.7,27712
2024-03-01,C_07,8.6,104,21.5,85.4,23484
2024-03-02,C_07,8.7,101,23.3,75.1,28496
2024-03-03,C_07,8.6,107,27.5,89.9,25793
2024-03-04,C_07,8.3,118,23.0,95.6,19526
2024-03-05,C_07,10.1,102,25.3,77.7,29939
2024-03-06,C_07,10.0,83,22.0,84.7,19412
2024-03-07,C_07,8.9,83,21.0,99.3,27685
2024-03-08,C_07,7.2,126,20.5,80.0,20443
2024-03-09,C_07,8.2,100,22.4,87.9,24780
2024-03-10,C_07,8.2,116,21.3,72.7,23787
2024-03-11,C_07,10.2,120,21.4,88.2,17593
2024-03-12,C_07,7.4,81,26.1,72.7,25315
2024-03-13,C_07,10.2,86,20.1,98.8,25135
2024-03-14,C_07,9.7,128,24.5,91.5,24107
2024-03-15,C_07,9.9,95,23.0,93.6,21852
2024-03-16,C_07,8.7,96,24.1,91.1,21629
2024-03-17,C_07,9.7,99,24.5,87.7,18869
2024-03-18,C_07,9.4,102,22.5,83.5,25986
2024-03-19,C_07,10.1,113,22.4,95.8,28543
2024-03-20,C_07,8.8,90,25.9,98.7,26270
2024-03-21,C_07,8.9,113,27.0,85.0,22971
2024-03-22,C_07,9.6,112,21.5,97.9,29885
2024-03-23,C_07,7.4,105,20.8,87.5,24167
2024-03-24,C_07,8.7,81,27.2,86.2,24267
2024-03-25,C_07,10.9,102,22.8,83.6,22822
2024-03-26,C_07,7.2,120,24.4,76.3,17989
2024-03-27,C_07,8.3,101,22.9,70.1,22062
2024-03-28,C_07,8.3,113,21.0,77.2,26659
2024-03-29,C_07,9.5,94,24.7,85.3,20340
2024-03-30,C_07,7.4,89,24.2,81.4,24643
2024-03-31,C_07,9.5,94,21.6,83.5,18823
2024-04-01,C_07,7.4,121,23.6,99.4,28454
2024-04-02,C_07,7.4,108,26.4,80.5,18932
2024-04-03,C_07,9.9,102,24.7,83.6,25220
2024-04-04,C_07,8.3,96,20.8,74.0,23554
2024-04-05,C_07,10.9,88,24.4,71.4,17429
2024-04-06,C_07,7.1,129,25.6,93.3,26824
2024-04-07,C_07,8.8,115,26.3,87.1,22444
2024-04-08,C_07,7.5,88,25.0,92.8,25510
2024-04-09,C_07,8.4,95,21.2,74.5,26277
2024-04-10,C_07,11.0,115,25.7,87.2,25537
2024-04-11,C_07,10.6,127,25.4,77.6,22147
2024-04-12,C_07,7.2,112,20.2,76.8,22631
2024-04-13,C_07,9.3,110,23.3,70.3,18598
2024-04-14,C_07,9.6,85,22.7,73.9,19329
2024-04-15,C_07,7.8,89,25.4,79.3,21718
2024-04-16,C_07,7.6,95,21.7,73.5,24923
2024-04-17,C_07,10.6,83,24.7,99.6,23218
2024-04-18,C_07,10.9,101,27.3,79.3,28782
2024-04-19,C_07,11.0,92,26.4,73.9,15092
2024-04-20,C_07,10.2,95,27.4,76.0,25856
2024-04-21,C_07,9.7,108,27.8,87.6,23500
2024-04-22,C_07,8.4,85,20.1,71.9,15051
2024-04-23,C_07,7.7,105,25.0,95.9,15318
2024-04-24,C_07,7.3,90,23.3,98.8,25184
2024-04-25,C_07,9.8,103,26.9,77.4,27468
2024-04-26,C_07,10.1,108,22.0,83.5,20688
2024-04-27,C_07,10.3,82,27.8,70.7,27083
2024-04-28,C_07,10.7,89,24.9,89.2,22018
2024-04-29,C_07,10.5,80,26.3,82.4,22210
2024-04-30,C_07,11.0,122,20.7,78.1,27934
2024-05-01,C_07,8.0,105,21.5,76.2,18956
2024-05-02,C_07,10.1,91,26.1,89.6,21057
2024-05-03,C_07,9.3,93,20.2,82.5,28571
2024-05-04,C_07,8.0,104,26.5,75.4,29532
2024-05-05,C_07,10.9,87,20.1,90.7,25884
2024-05-06,C_07,10.6,122,25.3,87.0,26210
2024-05-07,C_07,7.5,83,22.9,95.8,29590
2024-05-08,C_07,7.1,107,24.9,73.5,25216
2024-05-09,C_07,9.8,86,25.6,93.6,21875
2024-05-10,C_07,9.4,89,22.7,90.2,19431
2024-05-11,C_07,10.7,115,20.9,73.5,28864
2024-05-12,C_07,7.9,81,20.6,90.8,16525
2024-05-13,C_07,7.3,105,24.7,83.2,28277
2024-05-14,C_07,8.0,129,24.2,98.3,22043
2024-05-15,C_07,7.1,93,25.9,74.2,16278
2024-05-16,C_07,7.1,95,24.1,89.3,23705
2024-05-17,C_07,10.7,122,23.4,81.5,21125
2024-05-18,C_07,8.4,121,23.2,98.7,22874
2024-05-19,C_07,8.6,96,20.2,79.9,27529
2024-05-20,C_07,7.1,125,22.7,98.9,29484
2024-05-21,C_07,8.1,101,27.8,97.0,24925
2024-05-22,C_07,10.2,83,27.0,78.1,26562
2024-05-23,C_07,9.5,98,22.6,94.1,21900
2024-05-24,C_07,10.0,81,24.7,99.9,27113
2024-05-25,C_07,8.8,118,26.8,77.6,29955
2024-05-26,C_07,8.2,88,23.5,83.1,17500
2024-05-27,C_07,8.9,98,20.1,85.6,18464
2024-05-28,C_07,8.3,95,20.6,78.8,17259
2024-05-29,C_07,10.4,104,24.1,70.5,27955
2024-05-30,C_07,8.2,127,27.8,76.6,27881
2024-05-31,C_07,9.6,97,25.5,78.5,29466
2024-06-01,C_07,7.5,102,20.6,83.3,22496
2024-06-02,C_07,9.7,100,21.5,75.1,17659
2024-06-03,C_07,10.7,90,26.2,96.2,15255
2024-06-04,C_07,9.4,118,26.7,91.1,16502
2024-06-05,C_07,9.2,120,24.9,72.6,19656
2024-06-06,C_07,10.8,83,25.2,89.5,25302
2024-06-07,C_07,9.5,104,20.2,89.6,20430
2024-06-08,C_07,8.0,111,26.6,98.7,23598
2024-06-09,C_07,8.2,109,26.3,70.1,26041
2024-06-10,C_07,9.8,124,22.1,77.4,18176
2024-06-11,C_07,9.9,105,25.7,97.8,16860
2024-06-12,C_07,8.2,115,21.7,98.0,21158
2024-06-13,C_07,8.4,113,20.3,91.6,20806
2024-06-14,C_07,11.0,88,21.6,93.0,19354
2024-06-15,C_07,7.4,91,21.4,72.7,15722
2024-06-16,C_07,8.6,81,22.7,85.4,22579
2024-06-17,C_07,7.2,117,23.3,76.9,24474
2024-06-18,C_07,10.3,84,24.1,75.4,15613
2024-06-19,C_07,7.4,84,23.8,94.3,18331
2024-06-20,C_07,9.7,101,22.2,74.1,20790
2024-06-21,C_07,7.2,84,20.2,84.1,18116
2024-06-22,C_07,9.7,83,24.8,98.2,25170
2024-06-23,C_07,10.4,88,23.2,75.6,24004
2024-06-24,C_07,8.6,108,22.4,99.3,24978
2024-06-25,C_07,9.1,101,26.9,99.8,15330
2024-06-26,C_07,8.6,106,26.0,86.7,17212
2024-06-27,C_07,8.2,89,26.9,75.1,24408
2024-06-28,C_07,10.2,95,24.0,79.5,28832
2024-01-01,C_08,10.2,87,22.8,82.1,18551
2024-01-02,C_08,8.4,124,25.3,83.5,22711
2024-01-03,C_08,10.8,106,28.0,99.2,18628
2024-01-04,C_08,9.1,97,22.1,95.5,26528
2024-01-05,C_08,9.4,106,24.6,91.2,16565
2024-01-06,C_08,7.1,101,25.6,78.7,18667
2024-01-07,C_08,7.7,95,21.3,75.0,25405
2024-01-08,C_08,9.5,81,21.2,97.6,21459
2024-01-09,C_08,8.7,84,23.7,82.7,19096
2024-01-10,C_08,9.0,97,23.1,78.4,16019
2024-01-11,C_08,7.3,82,25.7,84.1,22928
2024-01-12,C_08,10.3,106,20.6,97.5,24476
2024-01-13,C_08,10.1,96,27.8,81.6,23254
2024-01-14,C_08,7.7,95,20.1,86.9,25722
2024-01-15,C_08,9.5,85,24.8,94.1,26584
2024-01-16,C_08,10.3,86,24.5,82.8,20965
2024-01-17,C_08,9.6,129,21.1,77.0,26464
2024-01-18,C_08,8.2,93,21.2,99.8,17269
2024-01-19,C_08,9.6,117,26.3,98.7,27439
2024-01-20,C_08,7.8,119,27.1,95.3,23835
2024-01-21,C_08,8.3,94,22.3,90.7,19721
2024-01-22,C_08,8.0,126,23.5,78.8,23408
2024-01-23,C_08,9.2,126,22.8,97.4,15195
2024-01-24,C_08,7.4,127,20.6,78.3,27056
2024-01-25,C_08,10.7,112,25.4,94.0,18273
2024-01-26,C_08,8.3,122,26.6,97.5,20110
2024-01-27,C_08,7.9,106,22.4,88.1,25886
2024-01-28,C_08,9.0,108,27.9,94.1,22401
2024-01-29,C_08,8.1,116,20.6,93.8,18212
2024-01-30,C_08,9.1,84,25.3,75.8,17755
2024-01-31,C_08,8.4,108,23.6,90.0,16521
2024-02-01,C_08,7.5,111,23.6,72.8,20674
2024-02-02,C_08,8.1,85,23.7,85.2,16080
2024-02-03,C_08,8.8,81,22.1,74.9,20623
2024-02-04,C_08,7.1,85,25.7,82.5,15721
2024-02-05,C_08,10.1,125,25.8,95.0,28895
2024-02-06,C_08,9.5,122,22.3,99.6,29047
2024-02-07,C_08,9.4,83,26.7,79.5,16562
2024-02-08,C_08,9.2,108,22.5,86.0,15639
2024-02-09,C_08,9.4,104,25.8,85.3,29441
2024-02-10,C_08,10.7,88,21.0,98.6,19260
2024-02-11,C_08,7.0,82,21.3,84.4,27502
2024-02-12,C_08,7.2,105,22.5,91.0,20190
2024-02-13,C_08,7.8,127,24.8,97.7,26979
2024-02-14,C_08,7.7,122,25.2,81.2,18736
2024-02-15,C_08,7.7,106,23.2,97.1,22746
2024-02-16,C_08,9.7,115,20.6,97.5,15089
2024-02-17,C_08,8.8,111,23.0,97.9,29083
2024-02-18,C_08,11.0,80,25.5,78.1,26113
2024-02-19,C_08,7.9,95,25.4,82.0,16251
2024-02-20,C_08,8.2,127,21.3,96.1,24294
2024-02-21,C_08,10.9,90,20.1,80.8,19703
2024-02-22,C_08,10.3,105,26.0,88.0,15348
2024-02-23,C_08,8.9,119,20.9,73.5,27105
2024-02-24,C_08,9.2,80,20.7,71.7,19052
2024-02-25,C_08,10.4,105,20.0,82.4,17941
2024-02-26,C_08,8.9,107,23.5,87.4,23437
2024-02-27,C_08,7.8,88,24.0,81.8,15271
2024-02-28,C_08,10.3,123,25.1,87.3,17030
2024-02-29,C_08,9.2,101,22.4,85.5,27690
2024-03-01,C_08,7.6,87,25.7,90.6,22836
2024-03-02,C_08,9.0,128,21.4,89.5,26379
2024-03-03,C_08,8.7,121,26.7,82.7,26698
2024-03-04,C_08,10.5,106,24.6,82.7,24657
2024-03-05,C_08,7.5,118,24.7,74.2,24387
2024-03-06,C_08,10.5,98,21.7,85.4,26279
2024-03-07,C_08,9.0,104,20.6,87.6,26200
2024-03-08,C_08,8.6,117,23.7,84.3,27015
2024-03-09,C_08,7.6,100,24.9,79.8,22041
2024-03-10,C_08,9.8,103,20.8,91.6,20175
2024-03-11,C_08,10.7,103,27.6,72.2,24806
2024-03-12,C_08,8.5,98,27.8,97.4,16126
2024-03-13,C_08,8.0,129,24.4,70.6,19379
2024-03-14,C_08,9.2,126,27.6,98.9,23708
2024-03-15,C_08,10.2,81,21.4,83.9,25857
2024-03-16,C_08,7.0,93,20.2,82.4,24493
2024-03-17,C_08,9.5,111,20.3,77.7,23052
2024-03-18,C_08,9.4,121,24.7,70.3,15611
2024-03-19,C_08,8.3,111,20.5,78.2,15749
2024-03-20,C_08,8.8,107,27.7,73.3,28580
2024-03-21,C_08,8.0,127,21.1,89.8,16856
2024-03-22,C_08,10.2,118,22.4,79.6,23591
2024-03-23,C_08,9.5,119,26.6,93.0,16526
2024-03-24,C_08,9.1,121,21.7,76.2,25216
2024-03-25,C_08,8.6,126,21.9,97.0,21229
2024-03-26,C_08,8.2,119,25.1,85.7,23511
2024-03-27,C_08,10.3,92,22.2,73.4,28343
2024-03-28,C_08,8.8,91,21.7,82.0,23527
2024-03-29,C_08,9.0,87,22.0,76.2,17098
2024-03-30,C_08,9.1,94,23.9,76.0,22865
2024-03-31,C_08,8.8,105,27.7,85.2,15173
2024-04-01,C_08,8.0,91,26.7,90.2,27211
2024-04-02,C_08,7.5,122,22.3,97.3,24833
2024-04-03,C_08,7.4,125,22.9,85.1,15500
2024-04-04,C_08,10.0,106,23.7,99.0,18646
2024-04-05,C_08,7.9,97,27.8,98.2,21219
2024-04-06,C_08,7.2,124,21.4,96.0,17363
2024-04-07,C_08,10.2,115,22.9,85.0,25048
2024-04-08,C_08,7.6,128,25.8,74.2,22540
2024-04-09,C_08,9.5,106,27.7,76.5,26344
2024-04-10,C_08,8.4,88,21.2,89.4,16896
2024-04-11,C_08,7.5,118,21.8,82.7,20759
2024-04-12,C_08,8.7,80,21.8,74.4,24910
2024-04-13,C_08,7.1,86,20.2,84.4,16778
2024-04-14,C_08,10.4,105,24.8,70.5,27984
2024-04-15,C_08,9.1,86,25.4,92.0,18057
2024-04-16,C_08,7.6,86,24.8,72.2,28019
2024-04-17,C_08,7.9,87,20.6,88.9,20190
2024-04-18,C_08,8.8,95,20.6,93.8,21997
2024-04-19,C_08,7.8,82,21.7,74.0,25905
2024-04-20,C_08,8.1,124,22.3,85.6,27020
2024-04-21,C_08,9.1,89,26.3,93.4,19747
2024-04-22,C_08,10.3,129,21.3,77.8,24286
2024-04-23,C_08,8.6,86,20.4,74.9,15045
2024-04-24,C_08,9.9,100,23.2,80.1,28358
2024-04-25,C_08,10.5,116,23.3,86.6,22758
2024-04-26,C_08,7.9,110,23.6,87.3,24637
2024-04-27,C_08,10.2,102,26.6,73.9,25388
2024-04-28,C_08,10.0,106,20.8,83.7,22053
2024-04-29,C_08,8.4,101,25.6,78.0,18201
2024-04-30,C_08,11.0,118,22.7,95.3,15455
2024-05-01,C_08,8.1,106,22.5,79.4,24854
2024-05-02,C_08,8.0,128,27.5,95.2,17924
2024-05-03,C_08,10.1,83,22.0,82.9,22798
2024-05-04,C_08,8.7,103,25.1,91.8,15965
2024-05-05,C_08,8.3,102,22.2,85.3,29308
2024-05-06,C_08,7.7,127,24.1,88.7,19964
2024-05-07,C_08,10.1,98,26.3,81.9,16528
2024-05-08,C_08,10.1,121,27.1,93.0,17976
2024-05-09,C_08,9.3,82,26.7,82.8,18071
2024-05-10,C_08,10.8,106,24.7,83.7,28288
2024-05-11,C_08,8.3,82,22.0,85.5,19869
2024-05-12,C_08,7.9,107,25.3,95.0,21387
2024-05-13,C_08,9.7,96,25.7,89.8,17521
2024-05-14,C_08,10.0,110,20.1,80.5,21525
2024-05-15,C_08,7.9,89,23.5,90.1,16126
2024-05-16,C_08,7.3,128,26.7,89.3,21632
2024-05-17,C_08,10.2,101,23.9,97.9,28348
2024-05-18,C_08,10.9,109,22.5,95.2,20773
2024-05-19,C_08,9.6,128,27.0,89.4,22716
2024-05-20,C_08,8.1,100,21.2,80.2,28831
2024-05-21,C_08,11.0,115,21.7,93.4,18404
2024-05-22,C_08,10.6,102,25.5,87.3,19492
2024-05-23,C_08,9.1,117,22.8,99.6,17343
2024-05-24,C_08,10.3,91,25.7,77.4,15106
2024-05-25,C_08,10.3,104,21.3,72.4,28241
2024-05-26,C_08,10.7,99,22.0,72.1,25769
2024-05-27,C_08,10.4,128,21.3,89.2,29136
2024-05-28,C_08,9.6,128,27.6,98.2,18154
2024-05-29,C_08,9.4,121,23.2,70.1,28221
2024-05-30,C_08,8.9,86,22.7,91.8,27575
2024-05-31,C_08,9.5,108,20.1,89.7,19053
2024-06-01,C_08,10.2,127,21.2,92.0,19801
2024-06-02,C_08,10.9,108,23.4,80.7,21139
2024-06-03,C_08,8.9,92,20.5,94.6,20580
2024-06-04,C_08,9.3,82,24.1,71.3,15214
2024-06-05,C_08,8.8,81,23.6,92.7,20400
2024-06-06,C_08,9.7,95,26.1,78.0,21875
2024-06-07,C_08,9.5,109,25.3,84.3,29265
2024-06-08,C_08,7.1,117,23.6,94.7,28770
2024-06-09,C_08,9.2,85,21.8,78.1,29112
2024-06-10,C_08,7.4,124,25.8,75.6,27631
2024-06-11,C_08,7.1,86,25.7,90.4,19289
2024-06-12,C_08,10.2,84,21.2,86.0,19253
2024-06-13,C_08,8.0,86,27.3,85.4,23656
2024-06-14,C_08,8.4,113,20.5,77.7,21247
2024-06-15,C_08,7.3,111,20.4,71.0,21177
2024-06-16,C_08,7.7,128,21.5,82.3,22269
2024-06-17,C_08,10.1,92,27.3,73.2,29974
2024-06-18,C_08,9.0,109,24.2,97.2,29037
2024-06-19,C_08,10.5,104,26.3,71.2,17372
2024-06-20,C_08,8.6,100,21.8,82.9,21834
2024-06-21,C_08,8.1,100,23.9,71.6,23783
2024-06-22,C_08,8.4,107,22.9,72.9,25380
2024-06-23,C_08,9.9,127,26.6,89.8,21617
2024-06-24,C_08,9.2,99,20.2,89.4,20150
2024-06-25,C_08,10.6,113,22.0,71.0,24075
2024-06-26,C_08,9.4,84,21.2,70.0,23102
2024-06-27,C_08,9.0,97,26.9,72.4,19158
2024-06-28,C_08,10.1,118,23.7,92.9,22727
2024-01-01,C_09,10.4,127,24.1,93.7,25925
2024-01-02,C_09,7.6,108,27.1,89.7,18767
2024-01-03,C_09,7.3,126,25.6,88.3,28576
2024-01-04,C_09,9.6,98,23.2,82.4,27268
2024-01-05,C_09,8.9,106,23.0,84.2,17006
2024-01-06,C_09,10.6,88,23.6,82.4,22925
2024-01-07,C_09,8.5,116,21.4,95.3,18107
2024-01-08,C_09,8.1,116,25.1,76.9,19468
2024-01-09,C_09,9.0,122,22.9,70.2,28799
2024-01-10,C_09,8.8,107,26.8,89.5,18330
2024-01-11,C_09,8.4,103,26.1,76.1,26233
2024-01-12,C_09,9.8,107,24.9,96.7,23722
2024-01-13,C_09,10.0,115,22.9,95.8,15923
2024-01-14,C_09,10.4,97,21.7,72.3,27310
2024-01-15,C_09,10.9,104,26.2,73.2,21247
2024-01-16,C_09,8.1,114,23.9,84.9,23432
2024-01-17,C_09,9.9,83,21.8,88.3,28292
2024-01-18,C_09,8.6,93,21.6,78.2,16896
2024-01-19,C_09,9.7,118,21.3,91.5,22883
2024-01-20,C_09,8.9,105,26.2,87.8,18324
2024-01-21,C_09,11.0,87,21.8,79.7,28453
2024-01-22,C_09,9.9,103,24.2,70.8,15813
2024-01-23,C_09,10.8,95,23.6,92.5,19750
2024-01-24,C_09,10.3,99,24.6,76.4,22618
2024-01-25,C_09,10.6,94,27.0,95.0,15782
2024-01-26,C_09,10.3,86,26.9,82.6,29642
2024-01-27,C_09,8.8,96,23.6,87.3,19055
2024-01-28,C_09,8.0,101,20.1,96.2,22789
2024-01-29,C_09,8.5,101,23.4,95.9,23199
2024-01-30,C_09,7.1,91,24.8,81.1,26965
2024-01-31,C_09,9.1,97,24.5,76.3,29002
2024-02-01,C_09,9.0,125,25.2,93.3,27862
2024-02-02,C_09,9.1,126,21.2,83.0,18139
2024-02-03,C_09,10.9,94,25.2,75.8,26981
2024-02-04,C_09,10.6,116,21.5,97.1,20007
2024-02-05,C_09,7.6,95,26.0,75.9,19051
2024-02-06,C_09,8.5,84,22.7,70.8,22575
2024-02-07,C_09,8.7,81,25.7,70.6,23709
2024-02-08,C_09,8.4,107,20.4,88.7,18190
2024-02-09,C_09,10.2,120,23.3,89.9,26294
2024-02-10,C_09,9.1,106,25.6,79.3,20637
2024-02-11,C_09,9.3,110,21.8,79.6,27770
2024-02-12,C_09,10.4,120,26.4,80.2,29542
2024-02-13,C_09,10.2,115,25.0,90.4,25908
2024-02-14,C_09,7.5,126,24.7,71.7,15578
2024-02-15,C_09,9.9,122,22.8,97.9,23138
2024-02-16,C_09,8.7,80,23.9,76.7,19482
2024-02-17,C_09,8.2,129,24.8,100.0,27699
2024-02-18,C_09,7.2,108,23.8,75.1,16865
2024-02-19,C_09,8.9,80,25.6,93.1,20489
2024-02-20,C_09,8.4,87,23.5,76.7,16376
2024-02-21,C_09,8.0,95,21.6,72.4,29255
2024-02-22,C_09,9.8,107,21.7,96.2,28647
